RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Age_Grupo,probabilidade,decil
1795,15606841,Ibbott,823,France,Male,38,1,0.0,2,1,0,156603.7,0,0,2,SILVER,825,Nao_Idoso,0.0529756379776556,8
1796,15757648,Marshall,683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0,0,1,PLATINUM,986,Nao_Idoso,0.12015497344352463,6
1797,15677173,Law,555,France,Male,37,9,124969.13,1,1,0,60194.05,0,0,2,GOLD,904,Nao_Idoso,0.17069104239943683,4
1798,15764170,Pinto,647,Germany,Male,44,4,93960.35,1,1,0,36579.53,1,1,2,SILVER,417,Nao_Idoso,0.509416575495323,2
1799,15610446,Chinedum,714,France,Female,51,4,88308.87,3,0,0,5862.53,1,1,3,GOLD,738,Nao_Idoso,0.9179169837698584,1
1800,15612776,McKay,850,Spain,Female,39,10,0.0,2,1,1,143030.09,0,0,3,DIAMOND,440,Nao_Idoso,0.025874832820882303,10
1801,15794122,Otutodilinna,713,France,Female,59,3,0.0,2,1,1,62700.08,0,0,5,SILVER,245,Nao_Idoso,0.07393618057656796,7
1802,15774931,She,452,France,Male,30,7,112935.87,1,1,1,99017.34,0,0,1,DIAMOND,575,Nao_Idoso,0.0815093087559831,7
1803,15779247,Pai,683,Spain,Female,24,8,98567.1,1,1,0,187987.01,0,0,1,SILVER,987,Nao_Idoso,0.11922873064162244,6
1804,15707078,Kruglov,577,France,Female,26,1,180530.51,1,0,0,123454.62,0,0,3,DIAMOND,873,Nao_Idoso,0.12306635310036614,6
1805,15605263,Chin,552,France,Male,33,5,140931.57,1,0,1,10921.5,0,0,5,PLATINUM,330,Nao_Idoso,0.07342352872458681,7
1806,15607381,King,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0,0,5,SILVER,763,Nao_Idoso,0.06666111048949155,7
1807,15683471,Hansen,691,France,Male,38,7,0.0,2,0,0,81617.4,0,0,4,GOLD,833,Nao_Idoso,0.05308829542860914,8
1808,15605037,Ting,818,France,Female,49,2,0.0,1,0,1,192298.84,1,1,4,GOLD,544,Nao_Idoso,0.5070524867262778,2
1809,15576085,Stone,739,France,Male,41,5,0.0,2,0,0,143882.25,0,0,5,PLATINUM,574,Nao_Idoso,0.03827507211179587,9
1810,15770435,McLean,639,France,Female,50,6,115335.32,2,1,1,53130.41,0,0,3,DIAMOND,508,Nao_Idoso,0.30150188218217433,3
1811,15592994,Zikoranachidimma,651,France,Female,65,0,0.0,2,1,1,190454.04,0,0,4,PLATINUM,700,Idoso,0.06594125224388804,7
1812,15624068,Fu,779,France,Female,26,0,0.0,2,0,1,111906.0,0,0,2,DIAMOND,804,Nao_Idoso,0.02507959685787773,10
1813,15595221,Trevisano,850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0,0,3,GOLD,596,Nao_Idoso,0.11950334740791957,6
1814,15637131,Fallaci,829,France,Male,38,9,0.0,2,1,0,30529.88,0,0,5,SILVER,541,Nao_Idoso,0.03591509899519661,9
1815,15613471,Wiley,579,Germany,Male,31,2,90547.48,2,1,1,18800.13,0,0,1,GOLD,304,Nao_Idoso,0.04885441435606299,8
1816,15583499,Chiagoziem,510,France,Male,32,9,103324.78,1,1,1,46127.7,0,0,3,GOLD,244,Nao_Idoso,0.06486960181998011,7
1817,15752816,Murray,531,France,Male,29,3,114590.58,1,0,0,75585.48,0,0,5,DIAMOND,429,Nao_Idoso,0.13902098736159924,5
1818,15804075,Chuang,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0,0,4,SILVER,676,Nao_Idoso,0.16767582856461025,4
1819,15800517,Huang,633,Spain,Male,32,5,163340.12,2,1,1,74415.2,0,0,2,PLATINUM,527,Nao_Idoso,0.03401967839342023,9
1820,15712319,Chukwukere,714,Spain,Male,45,8,150900.29,2,0,1,139889.15,0,0,5,DIAMOND,734,Nao_Idoso,0.1800560015719699,4
1821,15797389,Hsia,604,Spain,Male,23,9,124577.33,1,1,1,7267.25,0,0,4,DIAMOND,470,Nao_Idoso,0.07044001193422987,7
1822,15621432,Lee,630,Spain,Male,35,1,0.0,2,0,0,186826.22,0,0,1,PLATINUM,548,Nao_Idoso,0.06703896486998401,7
1823,15779390,Theus,850,Spain,Female,31,4,91292.7,1,1,1,162149.07,0,0,5,GOLD,956,Nao_Idoso,0.06048314025174459,8
1824,15711219,Jennings,788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1,1,1,GOLD,696,Nao_Idoso,0.34962317503002477,2
1825,15770498,Parker,798,France,Female,37,4,111723.08,1,1,1,83478.12,0,0,4,SILVER,778,Nao_Idoso,0.07461823676113886,7
1826,15678727,Tan,770,Germany,Male,45,4,110765.68,1,1,0,26163.74,1,1,1,GOLD,550,Nao_Idoso,0.5491658447744427,1
1827,15573893,Barry,569,Germany,Male,25,9,173459.45,2,1,1,44381.06,0,0,3,GOLD,255,Nao_Idoso,0.033628105538722176,9
1828,15740104,Tuan,425,Spain,Female,22,7,169649.73,2,0,1,136365.0,1,1,2,GOLD,619,Nao_Idoso,0.036048645594461436,9
1829,15792649,Patterson,547,Spain,Female,31,9,0.0,2,0,0,99294.22,0,0,2,GOLD,470,Nao_Idoso,0.03770280034393555,9
1830,15605275,Ofodile,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1,1,5,GOLD,489,Nao_Idoso,0.5460677621467224,1
1831,15572467,Chandler,506,France,Male,37,5,0.0,2,1,1,127543.81,0,0,4,SILVER,837,Nao_Idoso,0.02444140098043714,10
1832,15738219,Nash,632,France,Female,36,7,0.0,2,1,1,52526.65,0,0,5,DIAMOND,257,Nao_Idoso,0.022243239259598,10
1833,15600710,Atkinson,620,France,Male,22,0,0.0,1,1,0,32589.45,0,0,3,GOLD,911,Nao_Idoso,0.2464596881699555,3
1834,15804394,Brenan,663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1,1,4,SILVER,423,Nao_Idoso,0.13635328687897474,5
1835,15694188,Obidimkpa,700,Spain,Female,46,5,56580.95,2,0,1,45424.13,0,0,2,SILVER,868,Nao_Idoso,0.13983591865808187,5
1836,15583718,Terry,696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0,0,1,GOLD,365,Nao_Idoso,0.17850267348898913,4
1837,15802478,Spring,767,Spain,Male,31,6,0.0,2,1,1,195668.0,0,0,1,PLATINUM,244,Nao_Idoso,0.020517903909757277,10
1838,15619343,Mahmood,561,France,Male,56,7,152759.0,2,1,0,133167.11,1,1,2,GOLD,377,Nao_Idoso,0.6725497358700976,1
1839,15758813,Campbell,350,Germany,Male,39,0,109733.2,2,0,0,123602.11,1,1,2,GOLD,261,Nao_Idoso,0.09892951445198915,6
1840,15761374,Bellucci,706,France,Male,54,9,117444.51,1,1,1,186238.85,0,0,2,PLATINUM,344,Nao_Idoso,0.43782095329030046,2
1841,15569209,Amaechi,464,Spain,Female,34,5,76001.57,1,1,1,158668.87,0,0,1,DIAMOND,527,Nao_Idoso,0.08500477225136466,6
1842,15788539,Foxall,501,France,Female,34,3,107747.57,1,1,0,9249.36,0,0,5,GOLD,396,Nao_Idoso,0.12630697076740113,5
1843,15747222,Bentley,745,Spain,Female,35,8,0.0,2,1,1,116581.1,0,0,1,PLATINUM,879,Nao_Idoso,0.023068904393394728,10
1844,15769346,Baird,587,France,Female,36,1,134997.49,2,1,0,44688.08,0,0,1,PLATINUM,675,Nao_Idoso,0.08530551774137671,6
1845,15699634,Howard,667,France,Female,48,2,0.0,2,1,1,148608.39,0,0,1,SILVER,797,Nao_Idoso,0.1397424742993026,5
1846,15589076,Henry,737,France,Male,36,9,0.0,1,0,1,188670.9,1,1,3,SILVER,848,Nao_Idoso,0.23350858609018962,4
1847,15812338,Sopuluchukwu,485,Spain,Female,30,7,0.0,1,1,0,107067.37,0,0,1,DIAMOND,829,Nao_Idoso,0.2694884567091382,3
1848,15758845,Rocher,590,Spain,Female,37,0,64345.21,1,0,1,61759.33,1,1,5,GOLD,282,Nao_Idoso,0.13492218942947698,5
1849,15685844,White,518,Germany,Female,35,8,141665.63,1,0,1,192776.64,0,0,3,GOLD,701,Nao_Idoso,0.15225236654829732,5
1850,15583090,Komar,581,Spain,Female,29,8,0.0,2,1,0,46735.19,0,0,4,PLATINUM,977,Nao_Idoso,0.02889848901919712,10
1851,15587581,Russo,785,Germany,Female,33,5,136624.6,2,1,1,169117.74,0,0,3,PLATINUM,368,Nao_Idoso,0.034011706165998704,9
1852,15633640,Loewenthal,799,France,Female,52,4,161209.66,1,1,1,89081.41,0,0,4,SILVER,373,Nao_Idoso,0.4418125804953791,2
1853,15573741,Aliyeva,698,Spain,Male,38,10,95010.92,1,1,1,105227.86,0,0,4,SILVER,227,Nao_Idoso,0.19267320902794677,4
1854,15633574,Montes,730,France,Female,41,4,167545.32,1,1,0,128246.81,0,0,3,DIAMOND,474,Nao_Idoso,0.2884259019334417,3
1855,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1,1,2,DIAMOND,887,Nao_Idoso,0.16859353657682893,4
1856,15570601,Cheng,785,France,Female,47,9,122031.55,1,1,1,33823.5,1,1,5,GOLD,560,Nao_Idoso,0.34312120676309354,2
1857,15690925,McIntosh,527,Spain,Female,29,2,27755.97,1,1,0,97468.44,1,1,3,PLATINUM,525,Nao_Idoso,0.13729015046891788,5
1858,15709338,T'ao,544,France,Female,29,1,118560.55,1,1,1,164137.36,0,0,3,GOLD,796,Nao_Idoso,0.07814452791048024,7
1859,15780746,Tyndall,705,France,Male,61,4,0.0,2,1,1,191313.7,0,0,2,DIAMOND,606,Nao_Idoso,0.06265893330330397,7
1860,15681956,Bailey,684,France,Male,34,9,0.0,2,1,1,65257.57,0,0,5,SILVER,263,Nao_Idoso,0.01749135038479655,10
1861,15778190,Onyekaozulu,639,Spain,Female,28,8,97840.72,1,1,1,178222.77,0,0,2,DIAMOND,260,Nao_Idoso,0.13232812336325547,5
1862,15786852,Nwachukwu,565,Germany,Female,38,2,158651.29,2,1,1,179445.28,0,0,4,PLATINUM,805,Nao_Idoso,0.05947362583202735,8
1863,15726494,Romani,481,France,Male,44,9,175303.06,1,1,0,65500.53,1,1,4,PLATINUM,408,Nao_Idoso,0.5075149974929974,2
1864,15641183,Chin,731,Spain,Male,25,8,96950.21,1,1,0,97877.92,0,0,5,PLATINUM,448,Nao_Idoso,0.11917744876576686,6
1865,15805312,Bellucci,607,France,Male,45,7,123859.6,1,0,1,113051.57,0,0,1,DIAMOND,859,Nao_Idoso,0.29667861502564113,3
1866,15636572,Christmas,760,France,Female,32,7,0.0,2,1,1,105969.05,0,0,4,SILVER,843,Nao_Idoso,0.023206728019605074,10
1867,15632575,Moore,559,France,Female,70,9,0.0,1,1,1,122996.76,0,0,4,DIAMOND,765,Idoso,0.23241906122397332,4
1868,15740164,Genovesi,715,France,Female,33,3,85227.84,1,1,1,68087.15,0,0,4,GOLD,648,Nao_Idoso,0.059973473875716866,8
1869,15574947,Cartwright,656,France,Male,36,8,97786.08,2,0,1,21478.36,0,0,3,PLATINUM,662,Nao_Idoso,0.04130087740984825,9
1870,15597909,Johnstone,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0,0,5,DIAMOND,671,Nao_Idoso,0.1066600839017671,6
1871,15782574,Warner,624,Spain,Male,33,6,0.0,2,0,0,76551.7,0,0,5,GOLD,566,Nao_Idoso,0.02463811810154699,10
1872,15734999,Stephenson,634,Spain,Male,36,2,85996.19,1,1,0,15887.68,0,0,4,SILVER,552,Nao_Idoso,0.16174927249522417,4
1873,15706593,Ellis,850,Spain,Female,50,10,0.0,2,1,1,33741.84,0,0,2,PLATINUM,802,Nao_Idoso,0.12561054419603637,5
1874,15766686,Nebechi,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0,0,5,DIAMOND,966,Nao_Idoso,0.2454775169798204,3
1875,15590268,Chu,529,Spain,Male,35,5,95772.97,1,1,1,112781.5,0,0,5,DIAMOND,619,Nao_Idoso,0.0859861032497197,6
1876,15763055,Onuchukwu,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0,0,1,GOLD,639,Nao_Idoso,0.0851276223625995,6
1877,15664754,Steele,640,Germany,Male,39,9,131607.28,4,0,1,6981.43,1,1,2,GOLD,436,Nao_Idoso,0.8193296824282116,1
1878,15643630,Quaife,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1,1,4,SILVER,968,Nao_Idoso,0.6167956895562874,1
1879,15641043,Scott,648,Spain,Male,35,7,0.0,2,1,1,78436.36,0,0,2,SILVER,853,Nao_Idoso,0.02442806056970332,10
1880,15768095,Yeh,579,France,Male,31,9,0.0,1,0,1,139048.0,0,0,5,SILVER,779,Nao_Idoso,0.18497820666933018,4
1881,15811314,Y?,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0,0,2,PLATINUM,236,Nao_Idoso,0.09555189169047987,6
1882,15669922,Conti,530,Spain,Female,36,2,0.0,2,1,1,14721.8,0,0,5,GOLD,972,Nao_Idoso,0.020610792035481766,10
1883,15707114,Holder,831,France,Male,30,2,0.0,2,0,1,3430.38,0,0,1,DIAMOND,841,Nao_Idoso,0.029249711575414238,10
1884,15670602,Burgess,790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0,0,1,PLATINUM,726,Nao_Idoso,0.07425696033441603,7
1885,15713479,Ozuluonye,656,France,Male,35,6,0.0,2,1,0,1485.27,0,0,2,SILVER,631,Nao_Idoso,0.05277378966603917,8
1886,15663830,De Luca,563,Spain,Male,32,6,0.0,2,1,1,19720.08,0,0,4,SILVER,574,Nao_Idoso,0.023839168577676245,10
1887,15566958,Li Fonti,667,Spain,Male,39,7,167557.12,1,1,1,41183.02,0,0,1,DIAMOND,385,Nao_Idoso,0.1672225579340309,4
1888,15680918,Freeman,613,Spain,Male,34,8,117300.02,1,1,0,139410.08,0,0,5,SILVER,572,Nao_Idoso,0.1342021081677445,5
1889,15663921,Pisani,429,France,Male,60,7,0.0,2,1,1,163691.48,0,0,5,DIAMOND,778,Nao_Idoso,0.07764066122330225,7
1890,15716324,Ignatieff,665,France,Female,23,9,143672.9,1,1,1,115147.33,0,0,3,SILVER,640,Nao_Idoso,0.06653434034387343,7
1891,15796969,Lahti,731,France,Male,33,4,0.0,2,1,1,74945.11,0,0,3,GOLD,383,Nao_Idoso,0.02093441399467382,10
1892,15574783,Perkins,584,France,Female,37,1,0.0,2,1,1,180363.56,0,0,2,SILVER,684,Nao_Idoso,0.03784507584902307,9
1893,15773487,Conway,634,Germany,Female,31,8,76798.92,1,0,0,196021.73,0,0,4,DIAMOND,373,Nao_Idoso,0.11997501752170478,6
1894,15802486,Hayes,488,France,Male,34,3,0.0,2,1,1,125979.36,0,0,1,GOLD,974,Nao_Idoso,0.02553161291995597,10
1895,15783398,Rizzo,535,Spain,Female,49,7,115309.75,1,1,0,111421.77,0,0,5,GOLD,885,Nao_Idoso,0.6279309965934683,1
1896,15649418,Krylov,776,France,Female,29,7,178171.04,2,1,1,115818.51,0,0,5,DIAMOND,977,Nao_Idoso,0.037414304421717545,9
1897,15604588,Li Fonti,850,Spain,Female,38,3,0.0,2,0,1,179360.76,0,0,2,DIAMOND,729,Nao_Idoso,0.025419305009205934,10
1898,15735428,Talbot,673,Spain,Female,37,0,0.0,2,0,0,82351.06,0,0,1,PLATINUM,602,Nao_Idoso,0.057763253070934654,8
1899,15629078,Matthias,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1,1,3,SILVER,380,Nao_Idoso,0.31355537541520434,3
1900,15806880,Boyle,627,Spain,Female,30,6,0.0,1,1,1,113408.47,0,0,4,DIAMOND,320,Nao_Idoso,0.1433643164860563,5
1901,15754999,Ch'eng,570,France,Female,33,8,0.0,1,1,1,124641.42,0,0,5,PLATINUM,943,Nao_Idoso,0.149300325078228,5
1902,15781034,Mason,796,Spain,Male,67,5,0.0,2,0,1,54871.02,0,0,3,GOLD,726,Idoso,0.043018492040726226,9
1903,15622017,Bruno,773,Spain,Female,33,10,0.0,1,1,1,98820.09,0,0,4,SILVER,610,Nao_Idoso,0.15737703106248863,5
1904,15705885,Smeaton,752,Spain,Male,36,2,0.0,2,1,1,45570.84,0,0,1,SILVER,251,Nao_Idoso,0.03549291827940569,9
1905,15677382,Miller,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0,0,1,PLATINUM,850,Idoso,0.23824359839421588,3
1906,15566843,Gotch,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0,0,2,GOLD,640,Nao_Idoso,0.06823237252355596,7
1907,15608387,Fu,786,France,Female,29,4,0.0,2,1,0,103372.79,0,0,4,SILVER,245,Nao_Idoso,0.04839931197514395,8
1908,15810786,O'Toole,620,France,Female,67,3,0.0,2,1,1,43486.73,0,0,5,GOLD,404,Idoso,0.03172481265210914,9
1909,15626983,Ledford,605,Spain,Female,48,6,0.0,2,1,1,40062.99,0,0,2,DIAMOND,457,Nao_Idoso,0.1330336550959802,5
1910,15773605,Iadanza,670,Spain,Female,32,3,0.0,2,1,0,46175.7,0,0,5,SILVER,325,Nao_Idoso,0.025660681713412882,10
1911,15811261,Alaniz,617,Spain,Male,42,0,70105.87,1,1,1,120830.73,0,0,3,SILVER,702,Nao_Idoso,0.23050794843523115,4
1912,15590606,Saunders,595,France,Male,41,9,0.0,2,1,0,5967.09,0,0,5,GOLD,369,Nao_Idoso,0.03675752421369156,9
1913,15576644,Lin,687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1,1,4,SILVER,892,Nao_Idoso,0.14579235327648868,5
1914,15750264,Pinto,757,Germany,Male,30,6,105128.85,2,1,1,62972.13,0,0,2,DIAMOND,871,Nao_Idoso,0.041803130368636636,9
1915,15741554,Streeter,746,Spain,Male,31,2,113836.27,1,1,1,174815.54,0,0,3,SILVER,537,Nao_Idoso,0.0814782595296992,7
1916,15769051,Shaw,503,Spain,Male,25,7,0.0,1,0,1,192841.13,0,0,1,SILVER,417,Nao_Idoso,0.2799746007979092,3
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1,1,2,DIAMOND,751,Nao_Idoso,0.6464648141978363,1
1918,15699772,Barclay,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1,1,2,SILVER,758,Nao_Idoso,0.10506630104239696,6
1919,15744105,Kodilinyechukwu,768,France,Female,28,3,109118.05,2,0,1,50911.41,0,0,3,SILVER,803,Nao_Idoso,0.043601756853383876,9
1920,15739858,Otitodilichukwu,618,France,Male,56,7,0.0,1,1,1,142400.27,1,1,5,DIAMOND,444,Nao_Idoso,0.5430047860043006,2
1921,15723720,McKenzie,591,France,Female,31,7,0.0,2,0,1,48778.46,0,0,4,PLATINUM,406,Nao_Idoso,0.02561218615355267,10
1922,15638355,Woods,658,France,Female,35,5,126397.66,1,0,0,156361.58,1,1,3,GOLD,501,Nao_Idoso,0.140623892994672,5
1923,15805637,Hsing,625,France,Male,36,9,108546.16,3,1,0,133807.77,1,1,5,GOLD,330,Nao_Idoso,0.7259938617903486,1
1924,15629575,Wheare,717,France,Male,36,2,148061.89,1,1,0,179128.69,1,1,5,PLATINUM,969,Nao_Idoso,0.14343465678822562,5
1925,15586243,Yobachi,667,France,Male,44,8,122277.87,1,1,1,91810.71,0,0,5,PLATINUM,950,Nao_Idoso,0.26180420988441067,3
1926,15757931,Fang,804,France,Male,24,3,0.0,2,1,0,173195.33,0,0,4,SILVER,335,Nao_Idoso,0.04382410023279046,9
1927,15716023,Pearson,693,France,Male,31,1,0.0,2,0,1,182270.88,0,0,1,SILVER,304,Nao_Idoso,0.02968034424012375,10
1928,15647782,Brown,729,Germany,Male,36,8,152899.24,2,1,0,177130.33,0,0,4,SILVER,625,Nao_Idoso,0.09495618220021121,6
1929,15716609,L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1,1,3,GOLD,719,Nao_Idoso,0.758254669537133,1
1930,15623791,Padovesi,632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0,0,4,PLATINUM,336,Nao_Idoso,0.29457466088517553,3
1931,15627262,Soto,536,Germany,Male,23,6,92366.72,2,1,0,120661.71,0,0,2,DIAMOND,733,Nao_Idoso,0.0784162478738448,7
1932,15652693,Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68,1,1,4,PLATINUM,743,Nao_Idoso,0.11026015186928909,6
1933,15586993,Giordano,655,Spain,Female,56,5,0.0,2,1,1,41782.7,0,0,2,PLATINUM,979,Nao_Idoso,0.11954400330290618,6
1934,15815560,Bogle,666,Germany,Male,74,7,105102.5,1,1,1,46172.47,0,0,2,DIAMOND,832,Idoso,0.12804112896172595,5
1935,15584930,Grimmett,726,Germany,Male,30,5,111375.32,2,1,0,2704.09,0,0,4,PLATINUM,622,Nao_Idoso,0.05542653365341825,8
1936,15799031,Ayers,523,France,Male,39,3,0.0,2,1,0,6726.53,0,0,1,PLATINUM,907,Nao_Idoso,0.05264157505425277,8
1937,15810457,Miller,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0,0,2,DIAMOND,499,Nao_Idoso,0.07244548096134608,7
1938,15697879,Webb,701,France,Male,30,3,156660.72,2,1,0,45742.42,0,0,3,GOLD,257,Nao_Idoso,0.051639624896434984,8
1939,15594902,Lombardi,518,France,Male,38,3,90957.81,1,0,1,162304.59,0,0,4,PLATINUM,846,Nao_Idoso,0.18873123719939983,4
1940,15799710,Wei,739,France,Male,37,7,104960.46,1,0,1,80883.82,0,0,5,SILVER,384,Nao_Idoso,0.08789527835961762,6
1941,15659651,Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1,1,1,SILVER,482,Nao_Idoso,0.1342021081677445,5
1942,15645956,Jideofor,452,Spain,Male,44,3,88915.85,1,1,0,69697.74,0,0,3,GOLD,474,Nao_Idoso,0.5114448723038081,2
1943,15651713,King,684,France,Male,45,6,148071.39,1,1,0,183575.01,0,0,3,DIAMOND,895,Nao_Idoso,0.5489826423465486,1
1944,15737265,Nwokeocha,728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0,0,4,DIAMOND,256,Nao_Idoso,0.2607955297346559,3
1945,15687310,Humphries,783,Spain,Male,39,9,0.0,2,1,0,143752.77,0,0,4,DIAMOND,301,Nao_Idoso,0.0555223523441874,8
1946,15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,0,0,121894.31,1,1,4,SILVER,830,Nao_Idoso,0.1478152806222255,5
1947,15698321,Yobanna,648,Germany,Male,34,3,95039.73,2,1,1,147055.87,0,0,3,DIAMOND,681,Nao_Idoso,0.04679665165879042,8
1948,15657812,Ch'iu,688,France,Male,52,1,0.0,2,1,1,172033.57,0,0,1,DIAMOND,635,Nao_Idoso,0.14542521398379793,5
1949,15569187,Fleming,680,Spain,Male,35,9,0.0,2,0,0,143774.06,0,0,5,PLATINUM,590,Nao_Idoso,0.04325987620768931,9
1950,15681562,Trevisan,516,France,Female,43,2,112773.73,2,1,1,139366.58,0,0,3,SILVER,239,Nao_Idoso,0.18629738832829695,4
1951,15615456,Aleksandrova,680,France,Female,37,10,123806.28,1,1,0,81776.84,1,1,4,GOLD,997,Nao_Idoso,0.15194445153238223,5
1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1,1,3,DIAMOND,985,Nao_Idoso,0.7584549517376427,1
1953,15781884,Knox,624,Germany,Male,27,9,94667.29,2,0,1,4470.52,0,0,1,PLATINUM,958,Nao_Idoso,0.04863762240632977,8
1954,15675190,Chia,623,France,Male,21,10,0.0,2,0,1,135851.3,0,0,2,PLATINUM,285,Nao_Idoso,0.025039570659047914,10
1955,15600734,Townsend,624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0,0,2,PLATINUM,955,Nao_Idoso,0.27039470889847844,3
1956,15779176,Dike,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1,1,3,PLATINUM,936,Nao_Idoso,0.8702248893382192,1
1957,15605286,Moyes,565,France,Male,55,4,118803.35,2,1,1,128124.7,1,1,2,GOLD,535,Nao_Idoso,0.2969885572223791,3
1958,15674922,Beavers,710,France,Male,54,6,171137.62,1,1,1,167023.95,1,1,4,GOLD,451,Nao_Idoso,0.43782095329030046,2
1959,15737506,Tretiakova,645,France,Male,42,6,0.0,1,0,0,149807.01,0,0,1,GOLD,750,Nao_Idoso,0.49219332212961797,2
1960,15780514,Fuller,707,France,Male,33,8,136678.52,1,1,0,54290.62,0,0,4,SILVER,842,Nao_Idoso,0.17005198372066438,4
1961,15623647,Dellucci,655,Spain,Female,36,1,135515.76,1,1,0,86013.96,0,0,4,DIAMOND,779,Nao_Idoso,0.1696745836543664,4
1962,15668472,Ritchie,705,Spain,Female,24,5,177799.83,2,0,0,79886.06,0,0,2,GOLD,443,Nao_Idoso,0.0532262318344133,8
1963,15692416,Aikenhead,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1,1,4,SILVER,976,Nao_Idoso,0.9306227329267354,1
1964,15771139,Douglas,578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0,0,3,SILVER,908,Nao_Idoso,0.06145890782220859,8
1965,15738318,Kung,800,France,Female,40,5,97764.41,1,1,0,98640.15,1,1,3,PLATINUM,889,Nao_Idoso,0.2834133607030866,3
1966,15772243,MacDonald,612,France,Female,33,9,0.0,1,0,0,142797.5,1,1,3,SILVER,758,Nao_Idoso,0.2672974633602809,3
1967,15638463,Okwudilichukwu,681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0,0,1,GOLD,420,Nao_Idoso,0.4391145688024669,2
1968,15598088,Ni,559,Spain,Male,25,5,0.0,2,1,1,163221.22,0,0,3,SILVER,897,Nao_Idoso,0.023879457062008447,10
1969,15693468,Simmons,488,Spain,Female,39,9,140553.46,1,0,0,12440.44,0,0,3,PLATINUM,243,Nao_Idoso,0.2616081338433037,3
1970,15671930,H?,717,France,Female,36,5,0.0,2,1,1,145551.6,0,0,5,SILVER,412,Nao_Idoso,0.01623169805001109,10
1971,15762268,Hancock,666,France,Female,41,10,141162.08,1,1,0,50908.48,0,0,2,SILVER,510,Nao_Idoso,0.29269511259532305,3
1972,15780954,Cran,582,Spain,Male,26,4,65848.36,2,1,0,30149.21,0,0,1,SILVER,518,Nao_Idoso,0.04747667650175454,8
1973,15700174,McKay,733,Spain,Female,30,0,83319.28,1,0,0,57769.2,0,0,2,PLATINUM,627,Nao_Idoso,0.15150529697511053,5
1974,15635728,P'an,693,France,Male,41,4,0.0,2,0,0,156381.47,0,0,4,PLATINUM,448,Nao_Idoso,0.05619141339263255,8
1975,15679283,Parkhill,694,France,Female,33,4,129731.64,2,1,0,178123.86,0,0,3,DIAMOND,718,Nao_Idoso,0.08509936621586102,6
1976,15591386,Golubova,622,France,Female,35,5,0.0,2,1,0,51112.8,0,0,5,GOLD,775,Nao_Idoso,0.038734039031591054,9
1977,15694192,Nwankwo,598,Spain,Female,38,6,0.0,2,0,0,173783.38,0,0,4,PLATINUM,897,Nao_Idoso,0.0538455152879119,8
1978,15585901,Johnson,717,Spain,Male,35,1,0.0,3,0,0,174770.14,1,1,3,GOLD,810,Nao_Idoso,0.7145107589576286,1
1979,15792329,Mao,494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0,0,3,PLATINUM,586,Nao_Idoso,0.09570226410709504,6
1980,15635597,Echezonachukwu,644,France,Male,33,8,0.0,2,1,1,155294.17,0,0,5,SILVER,813,Nao_Idoso,0.016458225396943818,10
1981,15775880,McElyea,554,France,Female,30,9,0.0,2,1,1,40320.3,0,0,5,PLATINUM,510,Nao_Idoso,0.015418866986951427,10
1982,15630913,Rosas,476,Spain,Female,69,1,105303.73,1,0,1,134260.34,0,0,5,DIAMOND,563,Idoso,0.2362784922348508,3
